user_id,origin,destination,duration_days,travel_mode,budget_usd,pets,trip_type
de48ae29-3d9d-4b55-a885-bdb4d7d80ece,North Tom,New Brianview,20,bus,2326,yes,leisure
5f03a52e-a0b6-4034-aac2-26e1d49a3df9,Paulaview,West Tracyfort,7,train,1796,yes,leisure
3bc8ce51-86e0-4c82-baf5-00386a0dd7e3,Crystalfurt,Maureenville,5,car,4518,no,leisure
c392a99d-7b13-4e24-8a91-c8137cf56657,South David,Shahbury,22,plane,4191,yes,romantic
580ffbb0-89a5-4d11-a7ac-2ac6d9d85a46,New Sean,Starkmouth,10,car,4333,yes,adventure
a295956f-8687-4120-958d-8b0fff1f852c,New Kurt,Marieborough,24,bus,3350,no,adventure
4cd7dc33-4205-42d7-895f-ac49a87dff31,Anthonyborough,Erinton,12,bus,915,no,business
0bfe71c2-e615-4428-b181-e79973239d74,Dawnchester,Davidport,23,bus,3935,yes,adventure
473e2121-a08b-482a-846e-ce166c921817,New Amanda,Smithchester,23,train,4756,no,leisure
264697ac-a2fe-4638-8132-d350eb849e19,Davisshire,Acostashire,21,bus,1746,no,business
a35250e6-7a0d-443f-976e-9cd72669347d,Port Jason,Nathanhaven,18,plane,3312,no,leisure
ef5be1a6-0d5c-45a9-88bd-e3f8c13d97db,Smithbury,North Cathy,23,train,2196,no,romantic
b5d48b1f-d7de-4500-bf2d-0ff60321b523,West Anthony,Fitzpatrickland,29,train,460,no,romantic
18230769-9f45-4023-9683-3e736d581d59,North Travis,East Angela,23,bus,4551,yes,business
5a6364e3-6401-4a26-bd8e-f18445bfdcfd,Ramosland,West Josephfurt,6,plane,727,yes,adventure
8e6574f6-d5df-4fe3-ab23-d3fa8d08f0da,Vasquezhaven,Crystalhaven,7,train,4127,no,romantic
993f843f-e708-4686-8901-83cd0a9ea9ba,Robertmouth,Rebeccaport,20,bus,2243,yes,leisure
85f7b25e-c439-4f67-a072-8434e6abae38,Andrewside,North Shelley,24,car,1565,no,leisure
6491cdd2-4006-4f52-be05-e38f2b06cc2e,Jamieberg,Port Parkerville,30,car,2099,no,romantic
a3682b09-157a-403c-a837-a05cc7e5f068,Rodriguezbury,New Kevinport,12,plane,4921,yes,leisure
c85099e6-0210-49be-936b-dff91a952aa1,Port Lisa,East Jessica,15,train,4040,no,romantic
3f1f2d4a-9250-45dc-b314-dbaaff98187a,Mitchellfort,Mcgrathside,15,plane,1914,yes,adventure
26eee4e4-4a4e-4154-aef4-31d33563707c,Port Reneefort,Woodside,9,train,921,yes,adventure
918b4976-f9a4-4806-821b-4206fc016c73,North Melissa,Lake Lisa,26,bus,1813,yes,business
525b8b63-b9a9-4bc4-9bf0-182c88766b35,Johntown,Howardville,15,plane,1191,no,leisure
54205fea-6a44-4377-93a5-7901b434bc54,Port Caleb,Mckaytown,5,plane,2985,yes,romantic
32e48020-8b05-4fde-9aa8-22cd4c4fdf28,South Brandiville,Brucestad,1,car,1536,yes,adventure
7c6efd2c-0571-4481-a62a-4e6af05492f7,Lake Molly,West Randyberg,20,plane,4383,yes,adventure
88b1ddb1-fe9f-44f4-aa56-e3055bc6f2c7,Cunninghambury,Lake Audrey,23,train,547,no,leisure
b4d0ed3c-f190-4a43-93ee-884b1553db3f,Marissaland,Reynoldsfurt,25,plane,2727,yes,romantic
0b2760c2-9c1c-43ab-8823-21271e4776dd,North Kathrynfort,Michaelberg,5,bus,479,yes,romantic
409b9554-fc0e-4bc3-b8f6-af76af63089d,Shellyberg,South Kristinshire,17,car,1967,yes,adventure
9c2c3820-7a7e-4c43-a879-5f4691cb07e4,Hannahhaven,North Noahhaven,28,car,516,no,romantic
9f3da5c6-ab1b-463f-b5c6-dee4b3a7c1da,East Jesse,South Jonathanbury,17,train,2543,no,adventure
80c3c839-cce8-4a3f-ad64-74cdfbeb1c8b,East Philipland,Richardstad,1,bus,3589,yes,romantic
04613ff4-274d-4ac9-bacb-7051e2f5cbcf,West Davidfort,North Michaelhaven,2,bus,2081,no,business
0b546f08-de3e-478e-9f83-c7cc6f1cd33a,East Jessicaberg,Jacksonville,14,bus,1260,yes,leisure
1320bb9e-8eb4-40e3-91f5-db6111b5e198,South Tylermouth,New Jay,6,bus,1816,no,romantic
c5b3f291-931c-4902-9173-b41d46c45b96,Josephburgh,Jasonville,12,bus,795,yes,business
14a6ff02-bb85-4648-b3bc-98c1d3d24da8,North Victorview,South Justinton,19,bus,651,yes,romantic
1339f105-aba8-4910-874a-a57975cf3d0b,Bellhaven,New Melissa,23,bus,2520,no,romantic
4a7673f1-a5b6-4165-90c6-e0e1f64edb0f,Evansmouth,Butlerport,19,bus,2074,no,leisure
9164d617-f0ae-4757-83d6-849f05193c24,East Derek,New Jeremy,6,bus,248,yes,business
bf20c9c4-7476-4cc9-93df-a36e7a3f3166,Nicoletown,Keithview,24,train,4752,yes,adventure
f2b136b4-f83d-46ba-8af4-e76aac19638e,West Kimberly,Lisaburgh,20,car,2198,no,romantic
d1309e00-88ab-4a72-becd-7ced73bf824e,New Meagantown,Scottfurt,15,car,1213,no,romantic
8b0a8d97-1845-40ac-8ceb-fa296fd12215,Jonesview,North Melissaview,16,bus,4225,yes,adventure
aba13ccf-d7d8-4646-b03a-392093152031,North Davidport,Williamsside,21,plane,122,no,leisure
a95bf63e-1b5c-44ed-9529-60dfd6c5f7cd,South Joseph,West Kyleshire,9,car,3851,no,adventure
bd7870b6-1c9d-4d10-ac96-e0e060348e86,Bakerfort,Port Amandaville,24,car,986,no,adventure
65618f77-07c9-468d-b335-6876aec3bfbe,Juliafurt,Shannonhaven,2,bus,4250,yes,romantic
f0a1a4b8-9b55-401c-9f2d-7b551901d410,North Jessicafurt,Lake Keithburgh,9,bus,1464,no,business
c4e937af-9a34-44de-8036-dcc8bb5e4a98,Christopherberg,Ellisonview,23,train,438,yes,leisure
0a10f911-510a-4b22-9526-b9bdafe14ddf,East Deborah,Fordmouth,25,plane,1757,no,adventure
d04ae15a-391d-48c3-8580-c65c7968dc24,Curryhaven,Port Alyssaland,12,car,2819,yes,adventure
91e11b47-c73d-44b7-a163-e81267e65f10,Perryport,Hannahside,15,train,1036,no,business
d944d1b6-a2fc-48d5-a0b3-95d7e43c9018,New Davidfurt,Ambermouth,21,car,1413,yes,romantic
5aa074c8-552e-4d6b-8f73-c7dccef45a9a,West Angela,Annettemouth,15,plane,977,yes,leisure
6fc5c6b8-600d-4016-b4c7-8dc8ffcc1cae,Port Kellyside,Rhondachester,6,train,2696,yes,adventure
fc3b8594-96bd-4bf6-b239-6d5fb8eeda93,Ryanshire,East Lisaville,2,bus,4958,no,business
cb8b0bfe-54c8-400c-a54b-ba1784dacb51,Lake Connorbury,Rickyland,19,train,532,yes,business
4281bf76-3170-43af-850a-43a277ca5d8e,Port Christine,Lake Marc,21,bus,419,yes,romantic
a203726f-1d9e-4cb1-b241-1120e50cedf8,Manntown,Benjaminville,26,plane,1272,yes,business
61fd5414-ec03-4cce-b8c6-e99b812a845b,Oliviachester,Jonathanport,7,plane,2804,no,romantic
413c2bad-ba7d-4e92-be86-782929bdfcf5,Lake Coleton,New David,30,car,4842,yes,leisure
6ce80b40-2fbd-460b-be8c-da59a874492d,South Scott,Elizabethfurt,3,bus,1280,yes,adventure
4c6bd4d3-891c-433e-8213-7f369113a1a0,Nicholasborough,South Dustinshire,14,plane,1051,yes,leisure
00640516-9e9e-4997-8b75-5f30194b2dc4,West Stephanie,Jeremyhaven,19,bus,1993,no,business
8528dd70-a586-41e6-88c7-462846a977d1,Owensmouth,Jacquelinefort,17,car,3541,no,adventure
f911bee3-aa2e-44a2-80f2-1b60b641a9a7,East Christinaburgh,Simsland,8,plane,1559,no,leisure
bd1fed2d-dc29-4854-a04a-df9af07f6701,North Jessicachester,North Dannyhaven,14,car,2855,no,adventure
e36ccd55-6322-4151-a9a7-3f8457e2f0b1,Stephenhaven,South Stephanietown,1,car,4364,no,romantic
e4ba8b58-c536-4bdf-ab55-2b5f5a13e3ff,Port Lindsay,Hardinberg,5,car,1737,no,romantic
d8fa237f-f8a4-46f6-806f-4e9b5147865e,South Timothyside,Yuview,21,bus,2515,yes,romantic
a59bf4d4-fba7-4ae4-94d4-82ee56504184,Amandaberg,North Christopher,26,plane,4908,no,romantic
4eff6677-2ac1-443f-940d-45455930a1b1,Kellyfort,West Anthony,12,plane,3749,yes,adventure
d84460c2-51d2-426b-9944-2248ace64784,Smithmouth,Alantown,9,car,3557,yes,leisure
7e10b992-57b1-4b3b-bd31-81745c4dd848,North Jamesborough,Johnsonshire,11,train,1737,no,romantic
d03475ff-774c-4a29-b85a-5b200dbc68ef,West William,Wandaton,15,car,3832,yes,adventure
11df0569-95ec-403d-b44a-1045d5b6c30d,Justinland,Wagnershire,16,car,955,yes,business
8a698221-b1a1-4b6d-8be9-ba44860e816a,North Julieton,New Joyceside,17,car,690,no,adventure
065b3314-9542-4351-b0fb-39bdd3eac7bd,Stevenchester,Nicholeville,23,bus,557,yes,adventure
bb68ae61-4745-4b6d-978f-5cf857246cf2,South Jason,Grayview,11,car,332,no,adventure
bc27425e-fd4b-4859-b623-2cf889039e17,Rachelside,South Richard,25,car,828,no,adventure
bd4e35bb-73ec-4213-bca8-acd0ee5c74e4,West David,Simpsonberg,10,plane,134,yes,leisure
e00fcf54-a6da-4e1f-96f0-effae5b86b5d,East Mariashire,Morenoport,3,bus,2324,no,business
170979b8-7c18-481d-b4fc-578c38182379,Lauraburgh,Herreraburgh,22,train,132,no,romantic
fb8f42f1-05b8-4122-9011-52b52d28ff5b,Lake Larry,Joshuaport,8,train,2761,yes,adventure
195d67dd-d39b-44c9-a011-bde92b43ca49,North Jessicastad,New Derekburgh,10,train,1004,no,romantic
dda144fd-d6e1-48c3-8acd-ac1a962e7951,Kathymouth,Angelamouth,3,bus,3278,yes,leisure
785284b4-6049-43e8-9153-405b53dd482c,Port Cindy,Mullinsburgh,27,car,4915,no,business
fbf96896-577c-4a77-991c-f3b2726fd099,Youngfurt,Port Loretta,24,car,1619,no,romantic
e8da36e0-7daf-409a-bf3e-87cebcb4ddee,Zacharyfurt,Lindseyton,6,train,2089,no,leisure
4dbcefa7-e765-4221-82a4-d9a1e71feee6,Danielsland,Popeland,13,train,4060,yes,adventure
5eb07212-6fd7-4d17-a341-9af88aacf078,Port Lisa,Scottfurt,26,bus,1545,yes,business
ad7ad7de-b854-4d3c-a117-9a4c7c91660f,Contrerasville,Harrisland,28,car,106,no,romantic
43cf81cf-0c84-4f24-a3be-8fd121ecbb7c,North Amybury,Karenview,23,car,185,no,business
2ca344df-20f7-4d75-bbc8-cd7aacee49d7,Morenomouth,West Jonathan,30,plane,2048,no,romantic
39ae9b40-c040-4506-9169-0bf9ded235d4,South Carloshaven,Johnsonville,8,bus,3781,no,business
0225a9e7-9a82-4435-886b-510116e3d438,Port Matthew,Reyeston,17,car,634,yes,business
9056c5a8-9278-4bef-b0bb-991e7c24b14d,Fletcherberg,North Timothyville,10,plane,3049,yes,adventure
4af37fe7-1357-46dc-b42d-793d665fbf6f,Mariaside,South Mark,29,plane,1584,yes,business
e12500bd-52cd-4224-b1f8-fefe8a6791eb,East Alishashire,Millerberg,5,train,2457,no,business
476c6305-70dc-45fc-b261-e502c9cfc9f7,Jamesmouth,North Amyton,22,car,858,yes,business
73ce180d-ae4d-4d67-a1bd-201fedf9b6f0,Lake Roberta,Gonzalezton,4,car,1381,yes,adventure
3bdf59f8-53df-430c-9f7a-5ca9a8bc4257,Port Jamesside,South Michael,7,plane,2833,no,leisure
5ac11f88-6f2d-4bb0-87d9-6eb04fe79cce,West Jessica,East Patriciamouth,17,car,3419,no,leisure
ca5c6bcc-0f5b-4f07-a355-19d23bdbe126,Melissafurt,West Diane,25,car,906,no,romantic
1ca37de9-816e-4a49-a76f-875b6f01f365,Ericafurt,Veronicaland,23,bus,4062,no,leisure
50774141-c70a-4e4f-a0d4-0d35f1c552fe,East Nathan,New Colleenmouth,20,train,3881,no,romantic
453d5dc7-c2ab-4840-b83d-b95447921301,Paulborough,North Tyler,30,car,1110,no,romantic
3c8b967a-32da-46b2-99f6-a34884eb824e,Ericview,Lake Joy,29,car,557,yes,romantic
c1e439a9-ac3a-4917-a5de-9b01b3dd7c8b,Smithburgh,Mcculloughhaven,16,plane,1569,no,leisure
4f5cb28a-202c-4b52-8156-6d765e397779,Wrightburgh,North Brian,26,plane,2418,no,romantic
acd74fbd-d98f-4fe7-9591-1696c9230f6d,East Nancy,North Gloriaside,14,train,482,no,adventure
99469f67-7be3-4b6d-8f20-db590fce7af5,Harperport,Roytown,29,car,2057,no,adventure
17280a7c-a75c-4186-ab6a-05e4a5005bc6,West Sheristad,Brittanyside,6,car,4221,no,romantic
5528e339-b811-4553-9609-dacb44d11f66,Warnermouth,Fishermouth,20,car,819,yes,romantic
62d9860c-9607-4d00-98af-e66b1b55acf5,Randallstad,Taylorborough,19,car,1700,yes,business
838aeafc-30d4-49a6-a90e-8fb3290d966d,East Yvonne,South Luisbury,15,bus,1743,yes,adventure
708d3e3a-cf23-4e0e-924c-020392e6b06e,Gravesland,Michaelfort,10,train,1676,yes,leisure
3057d142-f90f-4d8c-ae6c-49b86ad338fa,Christinetown,South Robert,24,bus,3906,no,leisure
0b4958da-eef4-4949-b4e6-877a76c7ccc2,Perezport,West James,8,plane,600,yes,leisure
ab79530a-a665-414e-8672-747970b64ef0,Eddieton,Port Patricia,5,train,2290,no,adventure
6924d1c0-ebc2-4626-919d-8c040d17af58,Jacobburgh,Toddton,11,train,4619,no,leisure
b136e2e2-aa84-4efb-b665-bdd140767a4b,Grahamview,Lake Dannyberg,10,bus,3188,no,adventure
2bc0839e-fead-4bf4-98e3-7aadfdd90dec,North Claireshire,South Brenda,27,car,725,no,leisure
aa4468f8-1738-43bc-81cf-0e0c5df83f09,New Rebeccaton,Port Danny,21,plane,3295,no,business
6406b2e6-22ab-47b7-8092-521d708daaf3,West Carlos,Christopherburgh,4,bus,1184,no,romantic
d59e2bba-5bc7-4759-a4b3-6d760e4437f7,West Cynthiatown,Michaelmouth,26,car,177,yes,leisure
72ed6850-b32f-4e6f-984d-9b8e56cbaec4,Port Vickie,West Amanda,9,car,3409,yes,adventure
c8a9fce3-e6c5-4fdd-93e0-15fbb5d70a6e,South Samantha,Lake Kelly,1,bus,1734,yes,leisure
c44454f0-73a4-45f7-8b10-0a146d72384e,West Wesleyview,East Rachael,25,plane,1920,yes,adventure
84e635d3-a7b3-4e33-8f1b-f6d0cadf58c9,North Aaronburgh,New Yolandafurt,28,train,908,no,business
891c5945-7049-4446-b08f-c9f87d857946,New Alex,Gracestad,14,bus,3156,yes,adventure
cc005952-753c-4487-995e-5a0a74c21c23,Devinberg,Port Madelineport,25,bus,297,yes,leisure
e160983a-ad88-4ca5-bedd-32f5f54895d4,Kathrynhaven,New Justin,21,train,528,yes,leisure
903f037a-5c0c-4d37-8af4-cb39309db31e,Oscarview,Curtischester,20,train,950,yes,adventure
e8554c02-19af-409f-89ae-14863e56bbb1,New Karaland,Port Tonyaview,13,plane,802,yes,business
e5293732-de19-4eed-bb68-1a4897db170e,Robertmouth,Carlosshire,26,plane,316,yes,business
e34828af-16e3-4a27-8589-6c45995c4b5f,West Benjaminton,Riosside,15,train,3479,yes,adventure
4107019c-19cc-4ce5-9edc-15b3213d8ab8,Johnsonborough,Laurenland,14,train,3697,no,leisure
77ee6547-6372-4bfe-b617-65e44c3b768f,Grantport,Campbelltown,29,bus,3555,no,leisure
66f037c7-e06d-4646-861c-12e084eaee5d,Medinamouth,Angelaberg,16,car,3262,no,business
f5693154-5978-4812-9f85-6c19bb0f82f5,New Alisha,Dustinmouth,20,bus,2686,yes,adventure
bdee8c28-bbe7-47d0-ace8-3b53265d91e8,Port Robin,South Jennifer,30,plane,282,no,business
ee4b4bd3-6094-4d32-9eb4-b8bd66c8fb25,Brittanymouth,East Kirstenhaven,30,bus,4639,yes,adventure
48356b92-e0c3-4a40-b716-4f6cde8e38d1,Matthewton,East Crystal,5,bus,2271,no,adventure
d229ffb3-203d-431d-a5d9-adac685ef4e3,Michaeltown,East Francisco,27,bus,4883,no,adventure
c24bda3f-5cd4-4605-b8a9-0b4e653e8279,Kimmouth,Williamsside,21,train,3562,no,business
2b7278cd-f97c-4e41-b1d1-de6f23ecfd5c,Stevenland,New Molly,26,plane,4155,yes,adventure
e81a24b4-3c9a-4f75-9bf6-5188a0ed4b6d,Lopeztown,Caseyland,29,bus,542,no,leisure
4cf383b8-692f-4309-a3d1-a3eb71210865,Porterfurt,Lake Matthewstad,27,bus,4593,no,adventure
0809f628-4827-4367-8c22-93478c19479c,Lake Christina,North Davidtown,16,bus,1308,no,adventure
1e3d7793-bbfc-4c3e-a4c0-b9659591128f,Maureenbury,Suzannemouth,27,bus,2022,no,business
8509a15e-2516-4522-a045-e5312c281895,East Christian,Lake Taylor,25,plane,1134,no,romantic
f01956a4-8d4f-4a20-9d38-f3420724c458,Blanchardstad,North Ralph,29,plane,3744,yes,romantic
91fce97e-9091-4027-93a5-43d4c4d37325,Port Justinland,Port Jamesborough,18,bus,875,yes,adventure
91477316-7dd0-4ff7-a661-b98c2974d869,East Williammouth,Smithborough,1,train,3640,no,adventure
2e35ca11-ae5a-439e-995b-e5f82170ef0e,Matthewhaven,West Michael,25,car,2899,yes,business
7f2382ba-fb22-4346-a1b7-e75355317949,Seanshire,West Anthonyfurt,16,plane,4683,yes,business
206c163d-55d6-4fee-acbe-9ddb32c707be,West Michaelmouth,Lake Heatherville,28,train,4418,no,romantic
7d74e8fd-b94f-4f5f-bbb8-55be603aa9f6,Juliestad,North Carriestad,22,bus,4857,no,leisure
57d14234-b7bb-4008-9993-5cc08d9820d5,Phillipstad,Christopherside,5,car,1930,yes,business
f4406e80-c1ad-4d8e-808e-8cf6d65ecf1f,New Samanthaside,West Dennis,25,train,3072,no,leisure
4192b9d8-e2a8-457c-8aca-2e233443a71e,Victormouth,Burgessland,1,bus,439,no,leisure
a0864947-0e00-4645-ab33-651f70c83cb4,Lake Kimburgh,Jonathanborough,10,train,3716,yes,business
b43b0c4f-7f26-4279-8850-4c01373627bd,Lake Scottchester,Suzannefort,29,train,1605,yes,romantic
d6204733-4a96-4501-a847-f8e7f6eae098,South Tiffany,Barnesland,25,plane,221,yes,adventure
1828e4b4-ddf2-4315-84e4-9459cfe6a5ef,Mcleanburgh,Sarahview,10,plane,2260,yes,business
5234f12d-65a1-4dc8-a87d-115563d5d62c,Michaelashire,North Loretta,23,car,1540,yes,adventure
a7366005-47a4-4716-8748-05552761477a,Haynesbury,Gonzalesview,2,plane,3721,no,business
de1e3f01-567d-4191-83c3-4e8e98a1773f,Port Kimberlyborough,North Andrea,1,train,2311,yes,business
1b8b7207-a023-46ef-9f6a-08ff87f958d4,Lake Stephanie,West Anthonyville,8,train,2054,yes,adventure
312cd7aa-d7b2-412d-b6ec-058562e7e53e,Phillipshire,Port Darrenbury,23,train,1941,no,business
56d3cbd1-2196-46bf-96e5-3240a00a312a,West Claireville,New Christopherland,13,plane,242,yes,business
ea800df0-7c6b-4934-b73d-e50857cee81b,South Timothy,West Randall,16,car,2055,no,adventure
d9f1e3a0-f5ab-4f75-8594-994e0138c1e0,North Jasonfurt,West Calvin,5,train,1685,yes,romantic
cc1ce244-b850-4565-976e-bb7eac5d4d83,North Michaelfort,Jamesview,20,plane,4423,no,romantic
97171b8c-008c-4ce8-bcd0-9a7e6bdcecbd,Lawsonburgh,Millerview,27,plane,4365,yes,romantic
c5a674d1-efd3-409a-bf77-7114d22bb74e,Phyllisside,Catherineborough,23,bus,445,no,romantic
9b285308-0c56-456d-8a0c-466fdb6d404c,South Sarahchester,Davidland,29,plane,235,no,romantic
bd3ea76d-ab42-4673-8c51-b40109f74c8f,Leeberg,Natashaside,3,car,603,yes,romantic
c371b279-5a1a-4333-bdbf-c9d7bbc1e4dc,Port Valerieview,West Amy,1,bus,4213,no,romantic
c8518678-3894-438b-80a1-97339cfdfcc1,West Kristenville,Lake Jesseborough,4,train,1501,yes,leisure
5d691fd3-85c1-4fda-bcb5-87aafd64e271,Julianmouth,Jeffreyland,17,bus,3556,no,business
b1e377ec-7652-47c5-b767-426e75e4743d,Lake Kylechester,Port Cathy,6,plane,1615,yes,leisure
d5cfe623-3c44-45c3-a027-ad847cc682c9,Phillipberg,West Nathan,26,train,4725,yes,romantic
884f9b58-25e5-40e5-9547-8f53da572c73,Reedmouth,Millershire,7,bus,474,no,romantic
a5beee69-f77d-4c33-9e20-e1e33cf1c62f,South Alexander,Cliffordside,15,bus,3544,yes,adventure
15141312-b6b2-484b-884b-d546bd115dd1,Danielfort,Fishermouth,20,car,4908,no,adventure
f6c490d5-7180-445d-bf2c-9fdbd8104c6e,Port Deniseborough,Lake Jasonton,7,bus,4926,no,adventure
9c87201d-7a95-4759-b934-ba8c6f2e9680,Lake Aprilside,Jenniferbury,4,car,3707,no,adventure
af234d6b-f708-42c2-988b-19c25f18800a,Kristopherton,Melissaburgh,2,train,731,yes,leisure
b720f042-9b7b-4d15-9336-641276fd145b,Brooksville,South Davidport,10,car,1203,yes,adventure
812f4bc6-3be4-4d3b-b3c8-eb5b3411707e,South Alexisfort,Chavezberg,14,car,3733,no,business
baf615fb-c9e5-4624-9036-1d52039a8ba8,South Brett,Ariasfort,16,plane,3572,yes,leisure
3a6c9f14-da75-4a1f-ab3d-941d1a6e2dd4,Josephmouth,East Reginafort,8,plane,993,no,romantic
7e1160f8-355b-4165-b883-b9417f408228,Taraburgh,Anthonymouth,4,train,3842,no,leisure
d0c47f12-f147-46eb-aecc-2d7be1eb22de,Kirbyton,Troyport,22,bus,2983,yes,adventure
eecd85dc-2339-42f0-a0db-aa38e4a4e02c,Port Leslie,Martinezbury,13,car,3798,no,adventure
f49f61e8-e745-44b0-bd04-dc6876216716,Lake Jessicabury,East Emilyburgh,6,bus,2969,no,romantic
08e88a9e-d9d4-47cc-9167-0627dde47210,Simpsonside,Michellebury,12,plane,1553,no,adventure
034626d4-815d-478c-bf5c-6f18a560d55f,New Jasonshire,Christinaberg,25,bus,1448,yes,romantic
ce0c96f2-122a-4b21-9386-764511b7a14e,Lake Dennis,Lake Gordon,17,plane,675,no,romantic
9b21a330-cc20-4a8c-a02c-1bc20f9e7ed6,Lake Jameshaven,Medinaside,23,bus,362,no,leisure
7350145b-a58a-4118-a64d-7edc034fb32a,Blakemouth,West Brian,26,plane,4654,no,romantic
bf8b4f53-4234-4ad4-9a79-f0edb928779e,Amandaland,Jasonstad,24,bus,2561,yes,leisure
ac90a5da-74dc-40c6-9453-85e78de9e664,West Tina,Michelleview,9,plane,4139,no,leisure
c547fc3d-da7b-4bd9-82af-f3103fddf792,Mccoybury,North Jonathantown,2,train,2137,no,leisure
c24de905-f70b-4605-a73f-47aa7bd7a024,Erinville,East Susanville,29,bus,2170,yes,adventure
f2411e44-d605-428b-b446-696ccb1e977e,South Rachel,Port Kennethview,8,car,2289,no,leisure
f08271ab-246d-467d-989f-bfbcb04d8647,East Amandashire,Anitaview,26,plane,211,yes,business
8f200537-4f59-4044-83fd-28d502aecbee,Smithport,North Deborahborough,5,plane,4728,no,leisure
2b8b8a82-33ab-4a46-b4b8-186737d553bd,East Phillipfort,Rodriguezville,3,train,4481,yes,business
d86148f0-318c-42e9-a9a0-0187b54971ee,New Adrianafurt,Davidstad,18,car,4723,yes,leisure
5fd69387-5fe8-4aa1-95f4-a7239d4f541f,West Kimberly,Leahland,11,plane,562,no,business
c01d5d95-a934-4554-9ae4-600e11052746,Melissashire,East Justinmouth,22,plane,3948,yes,leisure
d6842758-0701-4e18-b1fe-ee8f063798e8,North Jacobport,Bettyfort,20,bus,3418,no,romantic
a9952352-3a57-4289-9618-8ba41d1b5743,Anthonyfurt,Farleyfurt,29,plane,3874,no,business
11ef5622-053d-43fe-bcbc-838f74e7d110,Johnsonton,North Kathleenbury,24,plane,1897,yes,leisure
38c4ca84-65ef-4b1f-be78-3d892f1b7c27,Port Nathan,Lake Matthewborough,17,car,2149,no,leisure
ab052f45-e6a8-46fb-bcad-73480a2dc543,Jessicaville,Gaineston,7,car,1022,no,adventure
f9b14ea8-d0e5-4618-ab4e-994713babc8b,Priceport,Garnerberg,1,train,1281,yes,business
3db73d94-d446-4384-9ba9-3b90ceb7dbf4,Michaelfort,New Chad,16,car,1995,yes,adventure
90065a18-78e1-4510-8623-69781cb9ad76,Mirandatown,Brandonfort,14,bus,3377,no,business
ad84e75c-de5f-4c9c-ab36-31c28f499576,Lake Jasmine,Washingtonville,28,car,3992,no,business
471b0c50-dfc3-4917-9e09-8ee70407f9fd,Loriport,East Richardton,25,plane,3077,yes,business
e6fb806e-9186-4912-bfc1-b8c6ba9aca64,New Megan,New Christinaberg,30,car,615,no,business
525296ff-caf3-40da-89f7-ea95afc12787,Millertown,Lake Aaronbury,5,plane,1381,yes,romantic
7d7ae467-2888-4c9e-a7de-911f09dbcf37,Terrymouth,East Nicholasside,6,car,3895,yes,leisure
2fce29c5-a2f3-49b9-86b9-73e841b391f1,Micheleton,North Isaac,6,car,4324,yes,romantic
6e19a04a-1d12-43c1-9c82-4735a25b3123,Port Michael,East Christinaview,12,bus,500,no,romantic
2dcc9f1d-5fe5-4622-b64b-7c5e171cf355,New Amanda,Port Brandonmouth,22,train,1313,no,romantic
d7363069-2610-4568-a471-e47eedfb2907,Harrisview,Jacksonborough,24,plane,364,no,romantic
7c53a16a-0ea9-42af-b178-9945c80b0285,North Paulside,Bennettberg,28,bus,2286,no,adventure
5f3f9c68-e7f0-4e61-98ca-5572c3e48125,Lake Phillipburgh,South Melvin,12,car,4664,yes,business
0fb12526-8a7b-4ee7-b7c2-bddeb57d4cde,Ochoamouth,Mariashire,1,car,603,yes,romantic
c8819739-ff4f-43c5-8644-a2fe1c0d93a2,North Stephanie,Burkeberg,22,bus,258,no,leisure
5c3e5313-15ea-4e33-b20f-336555c476dc,North Jason,Port Jack,10,train,4840,yes,leisure
40fa1b50-acf3-49a4-9861-4990a2281606,West Brandon,Williamfort,6,car,4987,no,business
8737979a-b52c-4205-b8e6-ed4a02aaf312,Port Kelly,Greenview,13,bus,3936,no,business
03c3e2b5-b82c-4176-a006-94afdcbda631,West Kylebury,Port Helen,13,train,4836,yes,leisure
c06c9ca6-a86d-4e4f-ab97-41921353d47b,Fostershire,South Melanie,4,bus,1770,no,adventure
5aa616a2-e701-4ad5-bcff-e1736f2e35f0,Smithtown,Lake Michaelfurt,23,car,3175,yes,romantic
0a617126-4aaa-476b-8e54-ad3d3f2b42dc,North Keith,East Erichaven,30,bus,1573,yes,adventure
46d485a1-e292-4fbb-81a0-55b0b94843fe,Donaldview,Duffyburgh,2,plane,3760,yes,business
c512228f-996f-4671-8281-efdaadd8eb98,East Aliciamouth,Pattersonmouth,4,train,3069,yes,romantic
1596deb7-b1c1-47b6-894e-6c9f2e01efd0,Davisville,Michaelburgh,2,plane,1923,no,leisure
9512cf21-3f5b-468e-82be-45e6f1cb417e,Davisstad,New Jasonborough,5,plane,2469,no,leisure
74ffc08e-d789-4957-8f33-873dc8941198,East Courtney,Lake Walterfurt,17,car,1951,yes,leisure
dd9e725e-4288-4621-a371-b2c3199242b6,Cindyburgh,West Cassandra,30,bus,4907,no,adventure
01448369-eef2-40e6-b59d-49e74cfaea88,Jefferyborough,Charlesview,21,plane,1018,no,romantic
d118d370-bfc7-4bc5-91a9-ffda50d224af,New Natalie,North Kevinburgh,4,bus,2892,yes,business
06b11494-fedc-4924-b2af-626b86eb7079,West Dawn,Port Teresa,29,car,980,yes,romantic
2145819e-e6ff-4ebd-aeb7-93941b7a4cf2,East Dustinstad,Taylorbury,20,car,1121,no,leisure
5117223c-1eed-444f-ade2-9f737c35a75d,South John,Dwayneshire,14,bus,1167,no,business
